family,task,ft_family,ft_size,ft_model_type,ft_param_billions,base_family,base_size,delta_f1,base_f1,ft_f1,finetune_type
gemma,suicidal_ideation,gemma3n,4b-it,IT,6.9,gemma3n,4b-pt-google,0.0,0.9308755760368664,0.9308755760368664,instruction_tuned
llama,suicidal_ideation,llama3.2,1b-it,IT,1.0,llama3.2,1b-pt,-0.1837132352941176,0.2305882352941176,0.046875,instruction_tuned
llama,suicidal_ideation,llama3.2,3b-it,IT,3.0,llama3.2,3b-pt,0.5116543095458759,0.3365384615384615,0.8481927710843374,instruction_tuned
llama,suicidal_ideation,llama3.1,8b-it,IT,8.0,llama3.1,8b-pt,0.2635731940911802,0.6489563567362429,0.912529550827423,instruction_tuned
llama,suicidal_ideation,llama3,8b-it,IT,8.0,llama3,8b-pt,0.8599334791950786,0.0220264317180616,0.8819599109131402,instruction_tuned
llama,suicidal_ideation,llama2,7b-it,IT,7.0,llama2,7b-pt,0.2876412541779405,0.2172131147540983,0.5048543689320388,instruction_tuned
llama,suicidal_ideation,llama2,13b-it,IT,13.0,llama2,13b-pt,-0.27171667486473194,0.4822429906542056,0.2105263157894737,instruction_tuned
llama,suicidal_ideation,llama2,70b-it,IT,70.0,llama2,70b-pt,-0.02744737735177505,0.8413001912045889,0.8138528138528138,instruction_tuned
qwen,suicidal_ideation,qwen2,1.5b-it,IT,1.5,qwen2,1.5b-pt,-0.0391577530106964,0.0563991323210412,0.0172413793103448,instruction_tuned
qwen,suicidal_ideation,qwen2,7b-it,IT,7.0,qwen2,7b-pt,0.4102136278150168,0.502145922746781,0.9123595505617978,instruction_tuned
gemma,therapy_request,gemma,270m-it,IT,0.27,gemma,270m-pt,0.4619289340101523,0.0380710659898477,0.5,instruction_tuned
gemma,therapy_request,gemma,1b-it,IT,1.0,gemma,1b-pt,0.33465493176651284,0.2281722933643772,0.56282722513089,instruction_tuned
gemma,therapy_request,gemma,4b-it,IT,4.0,gemma,4b-pt,0.7907474052052366,0.1168831168831168,0.9076305220883534,instruction_tuned
gemma,therapy_request,gemma,12b-it,IT,12.0,gemma,12b-pt,0.280799162608656,0.6976744186046512,0.9784735812133072,instruction_tuned
gemma,therapy_request,gemma,27b-it,IT,27.0,gemma,27b-pt,0.9736456633837872,0.0187207488299532,0.9923664122137404,instruction_tuned
gemma,therapy_request,gemma1,2b-it,IT,2.0,gemma1,2b-pt,0.20793955384984408,0.0738786279683377,0.2818181818181818,instruction_tuned
gemma,therapy_request,gemma1,7b-it,IT,7.0,gemma1,7b-pt,0.0,0.0,0.0,instruction_tuned
gemma,therapy_request,gemma2,2b-it,IT,2.0,gemma2,2b-pt,0.5860312305898507,0.2914110429447852,0.8774422735346359,instruction_tuned
gemma,therapy_request,gemma2,9b-it,IT,9.0,gemma2,9b-pt,0.9423183919803104,0.0102432778489116,0.952561669829222,instruction_tuned
gemma,therapy_request,gemma2,27b-it,IT,27.0,gemma2,27b-pt,0.165056884746557,0.7887323943661972,0.9537892791127542,instruction_tuned
gemma,therapy_request,gemma3n,2b-it,IT,4.5,gemma3n,2b-pt,0.878999194388428,0.0278833967046894,0.9068825910931174,instruction_tuned
gemma,therapy_request,gemma3n,4b-it,IT,6.9,gemma3n,4b-pt-google,-0.0016483516483516425,0.9230769230769232,0.9214285714285716,instruction_tuned
llama,therapy_request,llama3.2,1b-it,IT,1.0,llama3.2,1b-pt,0.0539290103375985,0.0383141762452107,0.0922431865828092,instruction_tuned
llama,therapy_request,llama3.2,3b-it,IT,3.0,llama3.2,3b-pt,0.380524364488943,0.0685871056241426,0.4491114701130856,instruction_tuned
llama,therapy_request,llama3.1,8b-it,IT,8.0,llama3.1,8b-pt,0.4394041976980366,0.2857142857142857,0.7251184834123223,instruction_tuned
llama,therapy_request,llama3,8b-it,IT,8.0,llama3,8b-pt,0.6537634408602151,0.0,0.6537634408602151,instruction_tuned
llama,therapy_request,llama2,7b-it,IT,7.0,llama2,7b-pt,0.1793471852683492,0.0103761348897535,0.1897233201581027,instruction_tuned
llama,therapy_request,llama2,13b-it,IT,13.0,llama2,13b-pt,-0.2094144851992386,0.257847533632287,0.0484330484330484,instruction_tuned
llama,therapy_request,llama2,70b-it,IT,70.0,llama2,70b-pt,0.252354831609069,0.5211428571428571,0.7734976887519261,instruction_tuned
qwen,therapy_request,qwen2,1.5b-it,IT,1.5,qwen2,1.5b-pt,0.6764265828298706,0.052896725440806,0.7293233082706766,instruction_tuned
qwen,therapy_request,qwen2,7b-it,IT,7.0,qwen2,7b-pt,0.652157598499062,0.3170731707317073,0.9692307692307692,instruction_tuned
gemma,therapy_engagement,gemma,270m-it,IT,0.27,gemma,270m-pt,0.4221967963386728,0.0778032036613272,0.5,instruction_tuned
gemma,therapy_engagement,gemma,1b-it,IT,1.0,gemma,1b-pt,0.5833333333333334,0.0,0.5833333333333334,instruction_tuned
gemma,therapy_engagement,gemma,4b-it,IT,4.0,gemma,4b-pt,0.2425404644616468,0.7091836734693878,0.9517241379310346,instruction_tuned
gemma,therapy_engagement,gemma,12b-it,IT,12.0,gemma,12b-pt,-0.022771317829457405,0.9375,0.9147286821705426,instruction_tuned
gemma,therapy_engagement,gemma,27b-it,IT,27.0,gemma,27b-pt,0.955223880597015,0.0,0.955223880597015,instruction_tuned
gemma,therapy_engagement,gemma1,2b-it,IT,2.0,gemma1,2b-pt,0.4891565949877048,0.0072202166064981,0.4963768115942029,instruction_tuned
gemma,therapy_engagement,gemma1,7b-it,IT,7.0,gemma1,7b-pt,0.0,0.0,0.0,instruction_tuned
gemma,therapy_engagement,gemma2,2b-it,IT,2.0,gemma2,2b-pt,0.45303001271577636,0.374331550802139,0.8273615635179153,instruction_tuned
gemma,therapy_engagement,gemma2,9b-it,IT,9.0,gemma2,9b-pt,-0.13932681867535301,0.8859934853420196,0.7466666666666666,instruction_tuned
gemma,therapy_engagement,gemma2,27b-it,IT,27.0,gemma2,27b-pt,-0.08892577328288298,0.9822064056939502,0.8932806324110673,instruction_tuned
gemma,therapy_engagement,gemma3n,2b-it,IT,4.5,gemma3n,2b-pt,0.3411287435866843,0.5862068965517241,0.9273356401384084,instruction_tuned
gemma,therapy_engagement,gemma3n,4b-it,IT,6.9,gemma3n,4b-pt-google,0.0,0.9481481481481482,0.9481481481481482,instruction_tuned
llama,therapy_engagement,llama3.2,1b-it,IT,1.0,llama3.2,1b-pt,0.6244819196241297,0.0145985401459854,0.6390804597701151,instruction_tuned
llama,therapy_engagement,llama3.2,3b-it,IT,3.0,llama3.2,3b-pt,-0.003598200899550208,0.7862068965517242,0.782608695652174,instruction_tuned
llama,therapy_engagement,llama3.1,8b-it,IT,8.0,llama3.1,8b-pt,0.1289177748321717,0.7582417582417583,0.88715953307393,instruction_tuned
llama,therapy_engagement,llama3,8b-it,IT,8.0,llama3,8b-pt,0.6648793565683645,0.0,0.6648793565683645,instruction_tuned
llama,therapy_engagement,llama2,7b-it,IT,7.0,llama2,7b-pt,0.2502991940783785,0.0047732696897374,0.2550724637681159,instruction_tuned
llama,therapy_engagement,llama2,13b-it,IT,13.0,llama2,13b-pt,0.3091334894613582,0.5433255269320844,0.8524590163934426,instruction_tuned
llama,therapy_engagement,llama2,70b-it,IT,70.0,llama2,70b-pt,-0.38499030272366985,0.7909604519774012,0.4059701492537313,instruction_tuned
qwen,therapy_engagement,qwen2,1.5b-it,IT,1.5,qwen2,1.5b-pt,0.0039216311434903,0.009501187648456,0.0134228187919463,instruction_tuned
qwen,therapy_engagement,qwen2,7b-it,IT,7.0,qwen2,7b-pt,0.7395846994535519,0.1653333333333333,0.9049180327868852,instruction_tuned
